-1.800000e+00  9.000000e-01 -1.800000e+00  3.621473e+00 
-1.700000e+00  8.500000e-01 -1.700000e+00  3.570328e+00 
-1.600000e+00  8.000000e-01 -1.600000e+00  3.519157e+00 
-1.500000e+00  7.500000e-01 -1.500000e+00  3.467956e+00 
-1.400000e+00  7.000000e-01 -1.400000e+00  3.416723e+00 
-1.300000e+00  6.500000e-01 -1.300000e+00  3.365455e+00 
-1.200000e+00  6.000000e-01 -1.200000e+00  3.314150e+00 
-1.100000e+00  5.500000e-01 -1.100000e+00  3.262804e+00 
-1.000000e+00  5.000000e-01 -1.000000e+00  3.211415e+00 
-9.000000e-01  4.500000e-01 -9.000000e-01  3.159979e+00 
-8.000000e-01  4.000000e-01 -8.000000e-01  3.108493e+00 
-7.000000e-01  3.500000e-01 -7.000000e-01  3.056951e+00 
-6.000000e-01  3.000000e-01 -6.000000e-01  3.005346e+00 
-5.000000e-01  2.500000e-01 -5.000000e-01  2.953670e+00 
-4.000000e-01  2.000000e-01 -4.000000e-01  2.901907e+00 
-3.000000e-01  1.500000e-01 -3.000000e-01  2.850027e+00 
-2.000000e-01  1.000000e-01 -2.000000e-01  2.797957e+00 
-1.000000e-01  5.000000e-02 -1.000000e-01  2.745374e+00 
-1.026956e-15  5.134781e-16 -1.026956e-15  2.555368e+00 
 1.000000e-01 -5.000000e-02  1.000000e-01  9.985577e-02 
 2.000000e-01 -1.000000e-01  2.000000e-01  6.106807e-02 
 3.000000e-01 -1.500000e-01  3.000000e-01  4.567530e-02 
 4.000000e-01 -2.000000e-01  4.000000e-01  3.701800e-02 
 5.000000e-01 -2.500000e-01  5.000000e-01  3.151666e-02 
 6.000000e-01 -3.000000e-01  6.000000e-01  2.764045e-02 
 7.000000e-01 -3.500000e-01  7.000000e-01  2.476922e-02 
 8.000000e-01 -4.000000e-01  8.000000e-01  2.256033e-02 
 9.000000e-01 -4.500000e-01  9.000000e-01  2.081080e-02 
 1.000000e+00 -5.000000e-01  1.000000e+00  1.939327e-02 
 1.100000e+00 -5.500000e-01  1.100000e+00  1.822367e-02 
 1.200000e+00 -6.000000e-01  1.200000e+00  1.724421e-02 
 1.300000e+00 -6.500000e-01  1.300000e+00  1.641386e-02 
 1.400000e+00 -7.000000e-01  1.400000e+00  1.570264e-02 
 1.500000e+00 -7.500000e-01  1.500000e+00  1.508813e-02 
 1.600000e+00 -8.000000e-01  1.600000e+00  1.455323e-02 
 1.700000e+00 -8.500000e-01  1.700000e+00  1.408467e-02 
 1.800000e+00 -9.000000e-01  1.800000e+00  1.367198e-02 
 1.900000e+00 -9.500000e-01  1.900000e+00  1.330679e-02 
 2.000000e+00 -1.000000e+00  2.000000e+00  1.298233e-02 
 2.100000e+00 -1.050000e+00  2.100000e+00  1.269309e-02 
 2.200000e+00 -1.100000e+00  2.200000e+00  1.243449e-02 
 2.300000e+00 -1.150000e+00  2.300000e+00  1.220272e-02 
 2.400000e+00 -1.200000e+00  2.400000e+00  1.199460e-02 
 2.500000e+00 -1.250000e+00  2.500000e+00  1.180744e-02 
 2.600000e+00 -1.300000e+00  2.600000e+00  1.163894e-02 
 2.700000e+00 -1.350000e+00  2.700000e+00  1.148715e-02 
 2.800000e+00 -1.400000e+00  2.800000e+00  1.135043e-02 
 2.900000e+00 -1.450000e+00  2.900000e+00  1.122739e-02 
 3.000000e+00 -1.500000e+00  3.000000e+00  1.111696e-02 
 3.100000e+00 -1.550000e+00  3.100000e+00  1.101851e-02 
 3.200000e+00 -1.600000e+00  3.200000e+00  1.093174e-02 
 3.300000e+00 -1.650000e+00  3.300000e+00  1.085607e-02 
 3.400000e+00 -1.700000e+00  3.400000e+00  1.079018e-02 
 3.500000e+00 -1.750000e+00  3.500000e+00  1.073258e-02 
 3.600000e+00 -1.800000e+00  3.600000e+00  1.068202e-02 
 3.700000e+00 -1.850000e+00  3.700000e+00  1.063740e-02 
 3.800000e+00 -1.900000e+00  3.800000e+00  1.059746e-02 
 3.900000e+00 -1.950000e+00  3.900000e+00  1.056084e-02 
 4.000000e+00 -2.000000e+00  4.000000e+00  1.052653e-02 
 4.100000e+00 -2.050000e+00  4.100000e+00  1.049401e-02 
 4.200000e+00 -2.100000e+00  4.200000e+00  1.046307e-02 
 4.300000e+00 -2.150000e+00  4.300000e+00  1.043361e-02 
 4.400000e+00 -2.200000e+00  4.400000e+00  1.040555e-02 
 4.500000e+00 -2.250000e+00  4.500000e+00  1.037885e-02 
 4.600000e+00 -2.300000e+00  4.600000e+00  1.035345e-02 
 4.700000e+00 -2.350000e+00  4.700000e+00  1.032931e-02 
 4.800000e+00 -2.400000e+00  4.800000e+00  1.030638e-02 
 4.900000e+00 -2.450000e+00  4.900000e+00  1.028462e-02 
 5.000000e+00 -2.500000e+00  5.000000e+00  1.026399e-02 
